guid	midas	entity.label	text
6ef076e5ac851099567dffa374fe5a2bd47df7a8	opinion		If I were you, I would change the beginning.
db54a8f3f1567f481fb2f4bccaf2c648ab02fa39	opinion		You're right, I'll change it.
e036c48238339facba6b49be695c1190ef629b63	command		Tell us how.
6f50ebb7d5ff2a1414b02e64baf64fae624249f5	complaint		Just look!
78065a1d07bf524cb63a70a1c0f9632f8a1f71ce	yes_no_question		Did you want anything to drink?
993196f1dbf90671049d8283e7842bd2ced2845b	yes_no_question		Anything else?
f01e0fde2ada1631567b8a642eefaad4245feac6	yes_no_question		Is there anything in particular you want?
1f9f1532c93347643f48f1c18acacd9e00e81d5d	command		Oh, yes, one more thing
5671a457de94c431fa2131594938098b58bced11	neg_answer		No, I'm sorry.
a9456e3242912e4c7b1d698b90613f8e421e8c97	open_question_factual		How much does it pay?
069ae9d595586aab46dbfdc611e155ed56dda28e	opinion		That's right, quite different.
a8694e9f68c076c86e0a8d888cd484ea5294688f	statement		Sure I am.
a7d1f7364f93e2ab214ac0e2dc0f0f229616aa60	opinion		I'm confused.
dd7e192310c753a44bdb7c90b9f7840a7a413238	opinion		I felt the same at first.
0e0c3d843c8298dd47227d78a00967931a29267f	yes_no_question		Is there anywhere I can reach him?
06cb1f5c2123a99db5714e37f6f6056c0ddface3	neg_answer		I don't believe so.
59c7d86099432c40bd1e0d4b6c87d7bccd9f9ab6	yes_no_question		Would you care to make another appointment?
20eec4153ef88fe02dff386f77d44cc77b655d2d	opinion		Bye-bye.
3929bc13adcab77be84e795f8d4a0c90ab7362b2	open_question_factual		What about your company's QC management?
7fbc96cb8bd07ce17ef91d77240a5a37ca8dd05f	command		Let me calculate the price for you.
c8f0762831ae8205a36b172f955e2b2af238ed27	opinion		As I said, it is possible, but it would be much more expensive.
dd56e182d50b462a038fc45ea90e8f62813ad2b5	comment		That's too much.
83547d8f876a3067eeddf2823ac5e5eb37d4e1fc	opinion		It's more practical, and the new units really are very quiet.
265c3580bad6b5a90193c584fb98472d30089846	opinion		Yes, I suppose I should get used to it.
4c8d5185a389acc03db050da4441ed9dabb94b6e	statement		I will tell you what I can agree to.
e6f053a3f68c7e107719047b8f191b2149c71b19	statement		Well, we don't usually do it, but...
b1dcccc66255a5778d42b7cdbadb20cf490e28c3	statement		I ’ ll make sure he gets the message.
db1a172eef74de50c0c6ca247f91abd48a7d23b8	statement		I'm afraid we don't.
332411309cf9cae0b58d3375985692942d757093	statement		Here are our catalog and price list.
04c3ac0873bf0da18416ce509d094301717d643f	command		That can be discussed.
04eea337dfae9d063c91fa3d6efc7da62509beca	statement		I'll be expecting you, then.
fda7497dd71262a8f3c62c264d8111ecf4ff6c89	open_question_factual		Exactly how bad?
e0da1e226133539ec02101b09c7261cec4d1fbcc	opinion		I don't understand how I could've failed it.
f55a97e2623f1144d1109fbde54e496f3a498dcb	statement		There are a few reasons why you failed.
717c41ce917bada7755af739cf2a5bdef4d194f9	open_question_factual		What are the reasons?
3231cfc461983bbaecdce1d14bd420a0647d4fb4	yes_no_question		that dress looks lovely on you, but it ’ s not very practical, is it?
b05962824be98eb3f10ba173fd03ded84d5a9b1e	pos_answer		yep.
cce40782dd7ae846c543e5895614f4e05833c2c6	appreciation		that looks great.
6b3bb6bee9cf35389048ce71bb90d0cb0db4fa7d	opinion		if I were you, I ’
831b74378ee545738e0d4fdc7001829e173613fa	statement		Yes, if I get worse, I will definitely look for extra help with this.
a3522beaa98a6e58b0832eb97c3bc976727f0b2a	statement		You can come in and renew them unless someone else has reserved them.
8dd811c636470b6fa3972630921320fc62a66e23	statement		OK.Thank you very much for your trouble.
8fce9be4f982a05466573ecc20d99e2193a5e59c	statement		I bet.
5368b9d926b7804736a6ca08424f9dadd402ae52	comment		How respectable!
3833ace6d2f774bb44f37e16cde0b882ff7329e8	statement		I've only found a few openings in my field.
ed1ec9b3e5c339da0cf57097cdb786241ba782fa	neg_answer		unfortunately not.
49d77e0045f71d5d651b1f7dab9d4111c86f53c5	appreciation		that's interesting.
38bade84d8bb47270f04d33f48c38499c45c8f3a	complaint		what?
33955bc57c6918d6d45260014b5c59a8bf566b76	statement		they are.
b10d3335ccaadb6a79dbf3dbd9d8440833f96410	opinion		I don't think it's right, but I can understand why they might.
33bd78fe26fee6a70608a81d52591ae3ffbe3899	statement		Uh, I can see that.
1702eab2f743c4a9910c0bbc57ddca3a02c14227	statement		I've got something.
dfe53755041b748bbd78cf1600a6be7d5ea5e279	pos_answer		Yes, pretty well.
c1b621c038b7f3ecfcae037e5ee5ca69c7fa5c0b	command		Let me see what's available.
5bf6bd03cc929801bf855e849485cb2635346b9d	statement		Yes, your seat is confirmed on that flight.
a15d4f840ce6ca0d206ac00c73fe9b521dbef7f8	statement		We?
1dbe23b5e51d64ad348d22edede342f6459b6e96	command		Think about it!
11b3696df670bdd57177957078eb63165d41c06c	statement		Since you have booked.
7369e9acada82906a2c2b143db9fd35dfd2b75b7	statement		When I booked the room, your staff didn ’ t mention this.
bf8b38e616567371b35ded6719b9c4b124d4e419	yes_no_question		Are you quite sure?
cbf58c8d3dcb8023569eba2637b877e395703c7c	statement		Normally I couldn ’ t do that.
04da27d2026bcefdd4380e5a8d8806a48def4364	comment		You are right about that.
df1c6c4c67091df3a8cabb918d139b21c56670e6	command		I will also need your driver's license ; hand me the filled-out form, please.
72e91add4152d5207dbc3483ee07278cc272322a	statement		OK, the form is all filled out.
ba9db86b0bb65a39f21a460e313865c433f47419	statement		No, I have no idea what they are.
44152828884794386466a857a8626d2152316d02	statement		Everything you need to know is printed on the card and handout.
9dd49d45145d11a36b33d2084102fcce62baee27	pos_answer		Yes, right.
8d75969312886e6027cfc303fca09f0495ad5f5f	statement		Thank you so much for your help.
1e9dd76efea3d7fc7594e42075244114b2da0908	command		We can discuss that when you come in and fill out the application.
e670b039b192857827546e4b68199ddb58d85c9e	comment		That ’ s reasonable.
54344f5778c3af4af7620da878f773ee7a57913e	opinion		If you take good care of it, it will last you quite a number of years.
96826e4e16f92ab28ca3c84d76b7968f3c85f495	statement		That ’ s what I understand.
0ea14b5fdb330a785f5493330193e9c1175d790c	statement		Exactly my understanding.
15619bd4ccf63f04ba0c0cc9e0a4c17334547aa3	opinion		Actually, I ’ d prefer not to be.
3e1b52ef3c07815469d4cbfd288947ff7ea19d2e	opinion		Quite right.
bd67b657e01a79a2bb7358dfe2b2f5e5d16c9bc4	statement		Correct!
7d78b6231f27271a8e20dc1af6a65bb7c17895f8	opinion		I think I may get something too.
54089c2d3201695b5fbce96ac72ee5bec5083537	open_question_factual		What do you plan on buying?
e3dbce3d22480d3321f79d159759d12d7acccdf6	opinion		I am really sorry for that.
8f10f472e6f7470e2e774f248f89b3bb8101b5d4	statement		Someone was in the way.
8fed848996ba15eac7aafa25022da1584f1db8ff	pos_answer		Yeah, definitely!
76c559871b2ce4f3f9ca5c7b47fc7454d3bbbd41	command		Well, let's see.
5a3269e714b0adf59f7b94552ddb5521f97aa4e5	statement		So I'll see you tomorrow then at 8.
d5b1de939ea53e9eac9657c2e706d913ecb223ef	comment		Yeah, that's great.
76d69ba2ad306e9a14e4ee9e96f005c38a358297	pos_answer		Yes, you're right, it does.
2154aecd288d792506e2a834cadffb1c3b6b25c1	open_question_factual		How much is all that?
c240dc00e92be7dff3710d52b7dff359d2f050a5	statement		Oh, just on my own.
5293acc03f355678e058a69aab691ec3181b3dc2	statement		16.
e8bda9464c748e2192432af73843d881998febfb	pos_answer		Yes, it's fine.
09ccc358fc6f387a26f22f7b47e02aced7c8e60f	comment		Oh, that's good.
040ff6957fddcf4d064cab86c0d80a311859f978	opinion		Possibly, but I still miss them!
ad1c21320114e194e597561c286fb6606881c43d	statement		That's done.
1b798bf28f257f575ae9268a9f4da1dc7954cf76	neg_answer		Not at the moment, thank you.
864ae02947baede980c04dcd7f8d96b1e40ff57d	statement		Let me know if you do need anything.
dbb777294071a2f6496086bebd553e635063bda1	pos_answer		Yeah, are you surprised?
8044256a8ac651d258ed3a47625c41203a29f833	opinion		I can play quite well.
6ed7585b9fbc6cc4282566f6611281ff4672c4c5	yes_no_question		Do you think you can finish it on time?
592e106ac28759b1841b97a7a90e4f6aa7c030a0	statement		You ’ d better hurry!
40ffb51b8cc505a2c22cd1f74073d9da7f1ac299	statement		Well, it would be a lot easier to finish if you stopped talking to me.
2d5fa3fb2fa41f635b296c671dc998894c282bf4	opinion		Sorry!
a808d29b469b004e01ad58a09de7c13a1c0c0fff	yes_no_question		Has anything been upsetting you lately?
974298afabdf202084ab7a6fa404047bbac6b79b	opinion		Yes, that will be just as good.
9b474682aeaa76384f5c42d8b5562941e78a9b8f	complaint		Don ’ t say that.
a531517ba60b497005ac1ce17d4a82a9ea5676d4	opinion		That ’ s right, or I ’ m going to spend a lot of time walking.
31c4a0652f3deaa08201af789d48c31aea728fd8	open_question_factual		When will you be leaving?
27bcd31cb46450879551b2877f31a4d578cf6f68	opinion		Coach.
fcbc579e51880dc41e4cd946872abd091bf29a9e	command		OK, let me check availability.
f891ce90352aa294b730a1c0649f952d65449f2c	open_question_opinion		How about the one after that?
228aae4519e787f1ac29725d6af8fd309ec0793c	statement		Thank you, here's your change.
97f03b112f58bc9baa5dd07e9b79a20ad6ebfb7d	opinion		It ’ s really not necessary.
0cd622ecd017d420985ac1ecba5d45d5d6a7e87a	comment		I ’ m relieved to hear that.
5e115d0638ea2bda5de603350c1420a3f2c5a5ba	opinion		OK, thanks a lot.
252325a70393ec67ac4ddd5b772ef1646c731102	open_question_factual		How can you do that?
f5288383770fc027bfd377cda9883701b4c33920	statement		You bet it!
4fe8ac04da01ca7e61744d48bc83633c425ee3a0	statement		Ok. got it.
2ab456dd5947d53e78bdb903da093307c8b0cf72	statement		We're happy together now.
f9e2d476b6c3c2ff145c426f990693062b972e13	opinion		Very interesting.
4136214911d604b9cbcfe773d122b5a0e7e19936	opinion		Nice to meet you too!
94170d127e75e86e308d0bc7ccf1782f5f296087	opinion		Maybe a little of both.
70aa04c94653193f9bbf6a26b70bc33594d9b414	opinion		Well, I hope he starts feeling better.
73b0878129e4b62e41fe8b07430c6b3d2f8674fe	yes_no_question		Have you decided?
461c366481a0b40968c8e5b79846c18c0fcb601e	command		Could you tell me why you want to quit?
ec546e5282d04121bb215c6d5ad960a30aed78e0	opinion		OK, I'd like to say that I've really enjoyed working with you.
a793124a1184717136f48347d2e7868ec85ca339	opinion		Thank you so much for your advice.
de2de3d5dc66adc56af9714033f021b5d9ad38e5	opinion		I think so, too.
5d599da026e365ff6f1621e663b638d8c63c56d8	statement		He did.
6c407a6397d196eea0401375e945c7cb8ca48667	opinion		You would think that people would be smart enough to stop something like that.
e4ecf9dda9f4e7a5e0d74a9bd2c611357debcf5d	comment		Wow, they were good.
26dbd82a359a7e272c7a40e651d877d1307c2ae7	statement		That's not the end.
8fe77fdd22f0ed305c7155c1ea626e1199749e5f	statement		Well, after my report, there will be an interval for rest and refreshments.
79d9e9bdb372c3f2bad7d08c852ed95d4c69a437	statement		All right, I see.
f43421b800b2556465193f4bb85b4ed657257b3a	dev_command		Please come in
c22dfda9863778d2bc15d9d6943c09cb17af3291	statement		My brother, here, this is an invitation letter from him.
10808b4638e97175ba15b355ab9ed36ac2b549e9	pos_answer		I am.
b40c987c037507f104cedc669af686eb0160793e	pos_answer		Yes, she is.
2351ef8c9390de07418781feea952cef7e8f04c3	statement		We can certainly do that.
0bf37f0950dc9140f70f268308b6207573c1b05a	statement		I can certainly do that.
00f88cf580aa7f86b0e9b41ff9da95671af83f1b	other_answers		I can't think of anything.
bb3c8b35cbd201f10119f50a0f92b437e5d513b3	opinion		I think so!
9b9dd264ad442417698dd812d98bbed1e92c6f1b	open_question_factual		And what happened?
f12395cf56d99fb96c87b1035d5a99f40acdfde2	statement		His face broke out and he said it was my fault!
0c2612ee3571ea608a4027a9dc27adeabe75d116	statement		Many thanks!
9c891dfe72bbc671495c0bcc08aad61c3740018c	statement		I had no idea.
2ceb0ee0ed0467c693492c3a87ecfe344dc84c99	statement		I didn't hear anything about it.
ac1c26240bad5ed9c32c8f78191a6f2be08603b4	yes_no_question		Can you go?
16f6606432e2688bf2732889b25982baecfa7719	opinion		I hope that I'll see you there.
24acb018c0cfa0ae9a92d2cf0f34d863ee20c26e	opinion		No doubt.
a345ef8aa66f2eda7449177e48262b9b0b4de00f	yes_no_question		Is that really all that you eat?
2fdc148c89bae6492051ae39ea9428e0483d759d	statement		That's basically it.
a3592548416600c3ec7faf81d777bb7e3b00fba2	comment		That does sound pretty good.
b56bd5b993243afddb6a7faa9f942fba645b9880	opinion		I know it does, and that's because it is.
1195f0581a36cd5e101bb7b019ee035d1a187540	opinion		I guess you see the value in it, too.
0b21f0569003e866c85005eb2233690b15dc4bf0	statement		No kidding.
fdb6ba405990288d8df3ec3fe331066c7ee0b6bd	statement		You'd better spell that!
300c0e15e9c77974deb89daf5605f3548b3d2c8f	statement		Right, I think I've got that.
67d61d4b86a97e07db704aaaf6ae0a51892d8a06	statement		OK, will do.
6fcf0a8b1ed63c5d5a888f5fe1b2108246953c67	yes_no_question		Can I send it in now?
bfb921b75d69ca4c62ca21ee7173eb06e79b5f3f	yes_no_question		Can I mail it in early next time so it isn ’ t late?
29c1111420bb1992b1935240481e0bc10fe6739e	opinion		You should.
1b9c75b50930ade173f0bce9df0c2d937e2e48f6	opinion		I don't really.
c6f350e24b1b78b8dbe88940110e79f2ace079f2	comment		That sounds so interesting.
1f3d30f266bee9f46f422aa364caa6fa339027f7	opinion		I think I will.
3133279870d2d2733ef5c648550287634be219a9	opinion		I think I should be more careful next time.
50da7d3cc1c9efa91a59ba0c580a1144e11265c9	opinion		I think this suits me.
0c399e36fc0d1392ed8ab77ae7c066d369ad9feb	statement		That's right, I have to work.
c2a496ce2e2bb8115da0214840a4e537873ad37c	statement		I need to get one.
3c66828c80080b5dc25390f9793283c190fd65dc	statement		I ’ m finished.
6e995645d76e7a87dba72d3bc827c302a1c741c0	open_question_factual		OK.How much does it cost?
c05fee3ab41facf653efb66e2ef6ef4fdd2c944d	yes_no_question		Am I through now?
dc8745215c67f6a8a8361ebe48c19506140eefa4	statement		Thank you and goodbye.
05fde9572467fbfba64e9271cebaf9d61aad0ee1	open_question_opinion		Who will take your place?
a74910d3afd5ab3968a32c8b38147507e7bd7dbe	opinion		Oh no, this type gets dirty very easily and it's difficult to clean.
21b2837a7305059148adb940eeefc30cee9a2ac7	command		Alright, let's look at some others.
f81b7a6d7f7efd7b031c16eb9b31b501bb9ca1c5	yes_no_question		Is that me?
dabfb9aab3f3110937d81d35eaeb9c7e8aac6524	pos_answer		Could be.
db38931a58c4d85eec9a4bdce41b04c60d31e833	opinion		I know, but it seems like such a shame to have to take it away.
f52ccbec0a900a25f622884ca0d3abd9e49cca38	statement		I ’ ll make a deal with you.
4baa85c06391cece6f949aba5d584ebfec844325	statement		Ok, I will go into more detail.
b04fd724fd51977e3a9f023e3286247ea12e247e	statement		Everything is so new to me.
230c506c8be502b5dda100cb50f158c7b6cbaeb1	opinion		It's my pleasure to talk with you.
d885788769203d378b4bca4ec3faf95ea1a34656	complaint		Don ’ t mention it.
53fdaa3ab2b6c2db40fece2cd121e72a7d4a8fdd	opinion		You should try it.
9dc13ce1c444b2eb837b7a25f581cc219b027ea6	complaint		OK, but don't say I didn't warn you.
7a88f7b2f98f5588a8d7771b9c9c4bf16bab4598	command		Let me help you with your serve.
07b7c04290bc643dd17d35bf518fa265498330c9	statement		Of course, you can.
63f4d7d88c0f3e9f778b8ffe52bbac7362e5e34c	yes_no_question		Do you really think I can be a good player?
d68ef9fd625386c42ee35f328f0aed1cbf6eb28f	opinion		I don ' t buy into that.
eb89b30e97cd3da06ad57731509d16736e9a4086	open_question_factual		What ’ s the matter with it?
65aff321399a8981976a349bea2076bd7b18bc3a	statement		Well, there ’ s one more thing.
808c79f523052ab509885d5210f3feb0aa340a38	opinion		That might be a little too cold for some people.
0601221eb9e60db0965ec9485558df428d707c3a	opinion		Yes, that would work out better.
7a44a10430d34dd001ef07ec6098b9f87db1c6a7	opinion		You know, maybe we could take a survey to see how that works for everyone.
a7aeb3a26eea8efe1a0668b84103e0c723ea3cbb	statement		We considered you very carefully but the other candidate has more experience.
7fb55214423ebfe04b48cc9b2e513db9930295b6	opinion		Maybe so.
291509b0d0d26d2115ced986b8054070a869ee35	statement		I'm sure you are.
35ac456f8bef83d3c48fa6820f99b4a3d11b9fae	command		I must to ask you to reconsider your decision and give me a chance.
d9d6be8650dde3eb74fae11fc34c01fa5f446db9	statement		Of course, I have.
319a07ca9a8bf233f5bcd7050bd33b012892aa42	comment		Yeah, it is a good idea.
0eb55475d8ac13edc9c2fb8514f4281631268f55	pos_answer		Yeah, I did.
46ba700343b0f4198fd7cf4fa12f49a3e371406b	statement		Now, I've finished.
ea659c49a7f69c4c895fc523679b5d2cbc732a1a	statement		Yes, well put your name on it after you have downloaded it off the company website.
bd0d86a6cf43773f042ee69db742828728afa842	statement		Yes, I understand what to do.
a0d712e798e90d3b9c276fa80f700e49d545ba74	statement		So after you noted the hours, starting at zero which is midnight, you just write down the minutes as a dot followed by minutes.
70828a515a8ff27adbaf007580ec91194c38d6c1	statement		Just make sure you show your total, sign it, and turn it in.
559749c2bc605acde1a8ef26e1f502156493a217	open_question_factual		OK.And anything else I can do for you?
e9dfd984acbb0f80f0f27a43b420bb6a65b55798	statement		I like a refill please.
1fc2912f07cec420a61c577053605d21748ecf7d	opinion		I ’ ll take it.
11a61f8e91f8d024810e804ed5168a79e16376db	pos_answer		All right, all right.
e2e10f853d8886a5624b8f661946277ba7e2f0bf	statement		But you agreed to go out with me at last.
5f22f3ed7ffc37d8302777b2177f8fbb02529b00	statement		I couldn ’
a56ea36704d2e0572ebcf5d51c9bd4ac03197e34	statement		oh, I'm sorry to bother you.
c589892401ec94d2f4cfb4e5eab745a7f611767e	opinion		Sometimes, but not quite often.
129e3d3af41f0885e381ec3ba4e0e98ab10528b1	statement		I never knew that.
f8a9d8b666ea5441248b562e1308318d00ec34f5	statement		Well, we ’ Ve already done our part.
25c35d40dec1478609eaf7a6b61dda981f7ace82	statement		Yeah, it ’ s your turn to drive next week.
ca80b7e6eb114cb13875c252a5dcb315712102fb	statement		Well, give me a call if you can ’ t make it for some reason.
3d82fab572bd123552c2f8409b9fcb56bb8e5a45	neg_answer		We don ’
3a8ce7252f8739eac39bfc07b174c309d19c965b	open_question_opinion		So what am I allowed to check out?
e769294bc9dfcf9e76c5dd2c6d2ee329689d7813	complaint		That doesn ’ t make any sense.
e5778d894a30028f4b0229ffe762d39fd83e01e2	statement		I used to be like that.
a71ed7f1701b4b779ad4991036d3e9376a3c06ff	opinion		You can't beat that.
670f7dcc8d2108f9a84f7a1c1fa47e7cc9825325	comment		It was good.
c47c334185387d6be1537dc4bd5caae4de07a3d5	opinion		Well, I personally don't like them because I don't believe that they are healthy.
b19911a62527682cc7e33473f18972deeebea626	statement		OK, OK.On one condition.
0043be7497015df2ee7cadf79409aec98d676ca9	statement		You come back here with me tomorrow, and it's my treat!
2dc2de23433c7cda78cf0d08dbf9d672f5eee231	statement		You've got it!
ec1b32a1eeda4aa3ff79423c8f792b1d7adf5cbf	statement		That ’ s why I ’ m asking you.
722b44da225beb369e13dce4f0b13bd0e9a2b495	statement		Yes, I ’ m serious.
4d7c89420ec718d8766f406291579c41d484a122	opinion		Good thing you told me.
b7a38e784fec4452101dcef3525564b9684109af	statement		Huh?
51d953055a52956456e645535f81d800b070d7b0	command		Let ’ s go outside and talk.
81468c32cccc204a13ffcdfb4bac8890d5b2f6d6	statement		I asked if you come here often.
c22ec8597aa49f344df099206e69e88975956c61	neg_answer		No, this is my first time here.
ba47fee32cf7b63699257ff8a97c711eef3f24c4	opinion		Yeah, that ’ s why I ’ m here.
f5d45b1a54ed70f23e1a6d95832495d7423ee7a7	statement		Well, he should pay you back.
8c9e89be9022c30404fe4860a6b6ca47dbc22322	statement		Yes, but I got angry with him too quickly.
d26c43dc4c6d0d75e361960b643c17987177e5df	command		Well, talk to him about it next time you see him.
6fa3797eda0b587d6f0823ee25d8b8dc344194de	neg_answer		No, we didn ’ t.
5499e1e43de5e79cff0111702173289e5c828971	statement		Of course you should.
921fd6b4da8077866befa2ab772660e8be23cf1e	opinion		That is the best one I have seen.
27dfce7cd34b4b76039b031c8b6397b4c17e9efb	statement		Pretty busy.
625dff4cc27a22b8f73c619aa6301589c6ecfe89	open_question_opinion		Now or later?
ef9c2ac11c1676d0364c7dfb46dbbd6e5710fdc1	yes_no_question		Will there be anything else?
368ceab3e3e4243a5f77e91855070fda81e0fc5a	opinion		I appreciate it.
b7c90e2e29cf37e82583753c9217034338acb53a	opinion		I greatly appreciate your help.
992aa508bbe530c10c420fb35389897f9bf3a0a2	open_question_opinion		What do you want me to do about it?
26fdeaddf1e6b2d6579fe014cd58c520ba171a95	statement		I won ’ t be able to do that right now.
4f96a977f18ca77a719c3a6afa15d3ec7639f4f2	opinion		I ’ m happy that we ’ Ve come to an agreement.
e3f4c334dda605d15106ee9da08a2b990a259776	yes_no_question		Can I just call someone myself to fix it?
cff4a9fdd14fccfa19b180d3ad4917c5238c59d7	opinion		I guess you have a point.
e8553691f6e959bb52b5a87bdef11fab2af47b09	statement		So, I can call someone to fix it?
f44f5fc3d7527d169a961540b0102abb0dac783b	command		Go right ahead.
f0abfd9087385eb9145c87bb6efd04ce65f06983	opinion		I am afraid I can't agree with you there.
bc6af9d365909a85ed5ab3fdd30c89eae9b77245	statement		But you must take the design and quality into consideration.
28cdae0c9110754fa3b211b5c0fb62c00113246d	opinion		I agree that yours are of the top.
16797b95bfe24f1ba230d99d73eb58bb478f4b86	yes_no_question		Could you have gotten it done at another time?
99f3c558796e3d20daf65ad902c4398c8e0149e4	pos_answer		Yes, I could.
59381a1208a20e6219be6a62438db8b0add9da74	statement		I'll make it up early next week.
e6c6b94144acf0e825ec8ffb1930b0476e94f282	opinion		That would work, but don't let it happen again.
24d36e4990a1c40c631741074864eeac76379afc	statement		That will solve it then.
1811e686cf0d825fa8fdefbebaeb5ec8d46b5338	open_question_factual		Really, what's going to happen now?
3c8c6c4dcb52d714a8e0e96316ef7066885f3800	open_question_factual		So how do you intend to do that?
3bec3a9de15b971a04bd0348bfbe9c29226a8d43	command		OK, let me tell you what we ’ Ve been doing.
bbc2f5d2db235bd4ca65b9c4a92096de27959d4a	command		May I interrupt you for a moment?
a66ef9db1afe354c08790202ee5f39f7ca574145	command		Go ahead.
4119eedb2eac543c9d7fddbf79b7bad399c0900f	open_question_factual		How much is it going to cost, and who is going to pay?
c08d4ef0f817ded9f51a2538a2f46220bb09ec06	statement		Well, at the moment we are trying to work out those details.
b80c737d3e712a301b4424e4a417ef001c4b3386	statement		I ’ m afraid I can ’ t because I ’ m a stranger here.
579fcbe8d2a8dd0794a2bc7d21200867fffc4502	comment		Wow, you were pulling my leg all along.
5a4bac4b16fc472032beca713353228d539a1535	command		Alright, now let's be serious.
cbeb3d0b91c188fb477b6171af2fe38c92a5fb91	opinion		She was patient, kind, fun, smart, caring, and yet strict, too.
a747d2a1dae174a8dc8495f1a5b296e5add4dcba	open_question_factual		What kind of things did you learn?
67b33cbee757c95f8e9cc410e87286fc33143d89	statement		She taught us that you can do anything that you want to do.
b702853e39eacd06a816d2e2aa967d733f5066b0	yes_no_question		Anything?
311c94e819a5267fd7f0f0f3448c86a98a09e1aa	opinion		If you really want to do something and you work hard at it, I believe you can do it.
43c31144e9d2b1889c9d7370b633ff547ceb7d21	statement		She had some rules that helped us to feel comfortable.
ef8ba5ec5031a681f3dee299fc22912d440bcaff	yes_no_question		Do you know what she is doing now?
16667185f9189cd2c06b0c62878064dabd4de564	pos_answer		As a matter of fact, I do.
759590386d6097ef981184e52933dfe6cfbb96c6	open_question_opinion		Why don ’ t you recommend one to me?
9c1cfc4b404134eb45fe1cffb2baf824b129b4d7	pos_answer		ok!
7b4730d3b08a6778cf61eaf15da048c16a3791f5	yes_no_question		Is she attractive?
972b3fe786999680356058bb8c08c8944611d04e	opinion		Well, I don't find her attractive, but I'm sure you will disagree.
c8de40ddca4635070fb5859d302f15942128f73c	opinion		This doesn ’ t sound like anyone I know.
8b41afa9c4e716fefbf3dd5f9cf43486e9b08a58	comment		How embarrassing!
07635bd82f5baf4ed71b520e73115dd303ec7d6d	opinion		I ’ m afraid you ’ re right.
604970eca200cda2d760e1eed0379850977e4cc0	statement		Well, you certainly didn ’ t choose her because of her looks!
67740ae47a5607dcd4ad55d79292fcdffa79d08f	statement		Ah, right.
c9030f1de4469e5fc88b52651a79f656c800f612	yes_no_question		did he survive?
a81dde1869a87db3586d33e76a8ff15b55ad60de	statement		unfortunately, he wasn't able to evacuate in time.
ec50f54d416aa5fddd3836d046c9d836bc840c5c	comment		I'm sorry.
8e218fbfd109d40ffbc5de0844fe76a4026d0c57	statement		it was.
cee9f19515dfc18c88c5c29b9e6eee8fd35b740d	statement		That is our one major success.
d5a40024a33296eb49949669b6d3f6d0b3f50f77	command		Please sign here.
b56e4a560ede33f9f03bef83c8ddd325bd01669b	opinion		I don't mind helping.
e45fc31a1e5a44ed1ea682876ac65bd6a1fbfec0	opinion		If I told her that, she would faint and have me committed!
8879934ef59467ee895278f86c24d7ab6101b1b3	open_question_opinion		Why does he want to do that?
32c8b359cdaf142e469ad0cb73dd11ca12eea9b7	opinion		It would take a lot less time...
22af41c84760860689f04a5226e6dd7fa5759cd1	open_question_opinion		How about this.
28521b31285f08b3f219175fd71c6de20f2f1819	comment		Sure that sounds great!
48c0df1a82e6a3608c6151e712afe9237a797e7f	pos_answer		Yes of course.
5deae67b8fecb8b00cc96700b7797223eab6d0fa	opinion		I couldn't have asked for more.
daf958a95601c159e2600fef1c775022f739571d	opinion		I know that I should learn how to save more, but I hope that we can spend a little on ourselves sometimes.
fc611153fb8a58e9781e8e089e29b378c880ce99	statement		Sometimes they do, sometimes they don't.
b621ca8f907bb78e5521a33d369eda3be4311cf3	yes_no_question		No, But does that matter?
24973b4bec1727b6e607fb90636503172a109723	comment		Mmm, that sounds very interesting.
5cc02d93614f9f2886d26f73053ce63530597a53	opinion		I don't care what others wear.
34c8233d632f1f8864d2243e57263a5315773db2	opinion		But it is really worthwhile.
31d1b9d288fa112b78a5bea2a8fdfa41c844e8f8	command		OK, anyway, let me have it.
371811b1480113a5eea66e94a5fdcd1cbbbed0e1	open_question_factual		Then how can I make the appointment?
be674a4aaf59830780667c12466a96f77439bddf	other_answers		I don't really know for sure yet.
577de0d320d685d02df78544b6c9223fb089912b	statement		I was told once that the more time you spend writing, the less you are paying attention and so you miss stuff.
c86a90d6a56af2f210a0e236a33745525b19f6f3	open_question_opinion		How do you feel about that?
5e2e3b8dbeb3ef6a6510bdf148bf57c7c2f3dd96	neg_answer		No, you don't have to.
b100079e6df960f2a30fbdb1847599dea384c73e	statement		I'm afraid he doesn't.
d3f6cd967abf2f0fe8f07ab68c3302ddbf2b4bb3	statement		13924774026.
757152d056123a568f2b97e97ffc95d820ca86f3	pos_answer		Ah, yes.
ed0f41000e9dee7eec4193cc00a0055baf6417e9	open_question_opinion		May I know what you do?
11edd2d1a0c693c2120e5f587f055f64353534e0	statement		I checked it already.
094c86a045bb0d9a1184cfeec8fa824ac9658954	yes_no_question		Do we have it available?
97144eb5a6602bcd0455cde22f894084c1ceae87	statement		It wasn ’ t there.
36e32eefe95e8b471ae568845c79dda444c4217d	yes_no_question		Will you be getting another copy?
85dd0e1331c36fb10e474012d3b5d157189a1c70	pos_answer		Yes, we will.
18bccfdef134745c27d1301dd469271f4f8839d1	yes_no_question		Could you reserve a copy for me?
53e83590ccc6a706b9c8dbeedf7a4c8b1639307f	opinion		personally, I think it ’ d be better to go when you have more time.
