midas_entity	text
opinion videoname	VIDEONAME.
opinion videoname	I like to watch VIDEONAME sticking her tongue out.
opinion videoname	VIDEONAME.
opinion videoname	' VIDEONAME ' ?
opinion videoname	VIDEONAME.
opinion videoname	I can't stand VIDEONAME!
opinion videoname	VIDEONAME.
opinion videoname	Oh, VIDEONAME flies.
opinion videoname	VIDEONAME.
opinion videoname	Staying with VIDEONAME, of course.
opinion videoname	The guy in VIDEONAME at the table by the window.
opinion videoname	Oh, VIDEONAME.
opinion videoname	My favorite is VIDEONAME.
opinion videoname	VIDEONAME.
opinion videoname	Oh, and I can ’ t wait to watch VIDEONAME!
opinion videoname	VIDEONAME.
opinion videoname	VIDEONAME?
opinion videoname	I guess we should see VIDEONAME soon.
opinion videoname	VIDEONAME.
opinion videoname	VIDEONAME!
opinion videoname	VIDEONAME.
opinion videoname	Oh, VIDEONAME.
opinion videoname	Well, along with VIDEONAME!
opinion videoname	The VIDEONAME is highly rated.
opinion videoname	VIDEONAME.
opinion videoname	VIDEONAME again?!
opinion videoname	VIDEONAME.
opinion videoname	VIDEONAME?
opinion videoname	Yeah, I love VIDEONAME.
opinion videoname	VIDEONAME.
opinion videoname	I like to read VIDEONAME.
opinion videoname	The VIDEONAME location.
opinion videoname	VIDEONAME.
opinion videoname	' VIDEONAME ' .
opinion videoname	VIDEONAME.
opinion videoname	VIDEONAME?
opinion videoname	VIDEONAME?
opinion videoname	VIDEONAME?
opinion videoname	VIDEONAME.
opinion videoname	Yes, I would love to see the VIDEONAME.
opinion videoname	VIDEONAME.
opinion videoname	Oh, VIDEONAME flies.
opinion videoname	VIDEONAME?
opinion videoname	It's kind of cool that they are still using the same VIDEONAME theme song for this movie.
opinion videoname	Sure, I love VIDEONAME, too.
opinion videoname	I am happy that you like the VIDEONAME.
opinion videoname	VIDEONAME, eh?
opinion videoname	VIDEONAME, please.
opinion videoname	VIDEONAME?
opinion videoname	VIDEONAME.
opinion videoname	VIDEONAME?
opinion videoname	Maybe the VIDEONAME has some redeeming qualities.
opinion videoname	VIDEONAME is very tricky.
opinion videoname	VIDEONAME.
opinion videoname	I like VIDEONAME.
opinion videoname	VIDEONAME?
opinion videoname	Oh, VIDEONAME flies.
opinion videoname	I've always liked VIDEONAME.
opinion videoname	ok, i choose VIDEONAME.
opinion videoname	Well, I like VIDEONAME, but I can't decide yet.
opinion videoname	I like VIDEONAME.
opinion videoname	I love VIDEONAME.
opinion videoname	yes, I think I'd like the VIDEONAME in the middle.
opinion videoname	VIDEONAME.
opinion videoname	VIDEONAME again?!
opinion videoname	VIDEONAME!
opinion videoname	VIDEONAME.
opinion videoname	To be honest, I didn't really like VIDEONAME.
opinion videoname	VIDEONAME?
opinion videoname	If I were you, VIDEONAME would be my first choice.
opinion videoname	Yes, I think I'd like the VIDEONAME in the middle.
opinion videoname	VIDEONAME.
opinion videoname	VIDEONAME.
opinion videoname	VIDEONAME?
opinion videoname	VIDEONAME?
opinion videoname	Oh, VIDEONAME.
opinion videoname	The one VIDEONAME.
opinion year	In YEAR please.
opinion year	YEAR would be fine.
other_answers duration	Perhaps DURATION, I'm not sure.
pos_answer date	Yes, DATE sounds fine.
pos_answer date	Yes, on DATE.
pos_answer date	Yes, DATE sounds fine.
pos_answer date	Yes, maybe you can come on DATE.
pos_answer date	Yes, DATE sounds fine.
pos_answer date	Yes, DATE would be fine.
pos_answer device	Yes, you play the DEVICE well.
pos_answer device	I loved DEVICE.
pos_answer device	Yes, it's a DEVICE.
pos_answer device	Yes, it's a DEVICE.
pos_answer duration	Yes, DURATION years ago.
pos_answer duration	Yes, I went there DURATION years ago.
pos_answer genre	Hey, you can dance to GENRE!
pos_answer location	Yes, there are some on LOCATION.
pos_answer number	Yes, they were NUMBER percent off.
pos_answer number	Yes, they were NUMBER percent off.
pos_answer sport	No, but I do like SPORT.
statement date	Yes, I will see that the room is ready by DATE.
statement date	It usually gets here at noon on DATE, which is tomorrow.
statement date	I should be done by DATE.
statement date	On DATE 11th.
statement date	That will be on the second of DATE.
statement date	By the middle of DATE.
statement date	I can ’ t vote on DATE.
statement date	Well, I guess on DATE, then you can eat.
statement date	DATE the first is coming.
statement date	I'm terribly sorry, but I've already made arrangements for DATE.
statement date	Will, that'll be the sixth of DATE.
statement date	Well, today is DATE.
statement date	I'm leaving on DATE.
statement date	The regular price is $ 2980.00, but until DATE the 31st it ′ s on sale for just $ 2,699. 00.
statement date	It's DATE 1st.
statement date	We're completely open on DATE.
statement date	It closes at 7:00 on DATE.
statement date	It was bought on DATE 12th at 3
statement date	I'd love to, but I have a night class on DATE.
statement date	We will only be needing it for DATE.
statement date	I won ’ t be able to vote on DATE.
statement date	Today is DATE 28th, 2007.
statement date	We'll inform you of our final decision by early DATE.
statement date	I'm sorry, but we're booked up on DATE.
statement date	It's DATE.
statement date	It's DATE.
statement date	DATE 23rd, please.
statement date	I was born on DATE 15, 1986.
statement date	Yes, that's my only day off until DATE.
statement date	We'll go to your house and repair it on DATE.
statement date	By the middle of DATE.
statement date	We start on DATE.
statement date	But it's DATE!!
statement date	I need an appointment on DATE.
statement date	My birthday is DATE 14th, 1985.
statement date	Actually, I ’ Ve got something scheduled on DATE.
statement date	So you will stay until DATE?
statement date	By the coming DATE.
statement date	It's often windy in DATE.
statement date	I see you sometimes work on DATE, too.
statement date	In DATE.
statement date	Today is DATE.
statement date	I get paid on DATE, I'll pay you back then.
statement date	Any time is all right, except DATE.
statement date	It was purchased on the 12th of DATE at 3
statement date	Okay, so on DATE, you can buy yourself something to eat.
statement date	Thanks, I'll see you around DATE then.
statement date	In the second week of DATE.
statement date	Yeah, I'm expecting to come back on DATE.
statement date	I think it ’ s DATE September.
statement date	Well unfortunately, I'm tied up on DATE.
statement date	Actually, I ’ Ve got something scheduled on DATE.
statement date	I think I got it on DATE, but it just showed up today.
statement date	We'll go to your house and repair it on DATE.
statement date	I should be done by DATE.
statement date	Yes, you're seeing him on DATE.
statement date	So that leaves DATE.
statement date	OK.There is one on DATE.
statement date	We've particularly busy on DATE.
statement date	It's DATE and we are sitting at home doing nothing.
statement date	It's DATE 16,2009.
statement date	yes, that's my only day off until DATE.
statement date	Yes, my birth date is DATE 22, 1977.
statement date	I said by the middle of DATE.
statement date	Yeah, I'm expecting to come back on DATE.
statement date	The completion date will be DATE 1st 2007.
statement date	Today is DATE.
statement date	Well then, I'll see you on DATE.
statement date	The only time we can come on DATE is at 3
statement device	I will call you when a DEVICE is free.
statement device	But nobody uses DEVICE!
statement device	I'm afraid I don't know how to use your DEVICE.
statement device	Not paying attention to the DEVICE?
statement device	Take the DEVICE over there and turn left, you'll see the sign.
statement device	And make sure to return my DEVICE to my desk when you are done with it.
statement device	DEVICE are more expensive, right?
statement device	At first I didn't know anything about the DEVICE.
statement device	There was a DEVICE on the signal.
statement device	The DEVICE is near my office.
statement device	I'll wear that if you'll wear these DEVICE.
statement device	You have to pay tax for this DEVICE.
statement device	You should look it up on our DEVICE.
statement device	I'm going to DEVICE.
statement device	I'll go get the DEVICE.
statement device	I have a plan for handling DEVICE.
statement device	I'm returning a DEVICE.
statement device	Our DEVICE have a high level of quality now.
statement device	She mentioned a DEVICE.
statement device	Oh, and here are your DEVICE.
statement device	I came here from DEVICE.
statement device	The DEVICE turns off by itself.
statement device	Don ’ t forget to also get a new DEVICE.
statement device	while you ’ re cleaning the DEVICE, I ’ ll wipe the worktop.
statement device	The one next to the DEVICE.
statement device	No, but I have taken elective courses in DEVICE in college.
statement device	You can see the time on the DEVICE.
statement device	There are instructions posted on the DEVICE.
statement device	And your DEVICE too.
statement device	I see, and what about the DEVICE?
statement device	Once a DEVICE is available, I will let you know.
statement device	But nobody uses DEVICE!
statement device	Slide your card into the DEVICE.
statement device	Yeah, try not to kick or hit the DEVICE!
statement device	While you ’ re cleaning the DEVICE, I ’ ll wipe the worktop.
statement device	You ’ re going to have to wait for a DEVICE.
statement device	Just put your card into the DEVICE.
statement device	That's not the DEVICE.
statement device	Using DEVICE I can rely on this to direct me home.
statement device	I don't know much about DEVICE.
statement device	When there is a DEVICE available, I will call you.
statement device	No, but you never know when you'll need a DEVICE.
statement device	But I can't move the DEVICE at all.
statement device	Alternatively, we do offer DEVICE in our lobby.
statement device	OK.Now you dial 9 on the DEVICE.
statement device	I didn't take my DEVICE with me at that time.
statement device	Next you dial 9 on the DEVICE.
statement device	I ’ m just going to keep going to DEVICE.
statement device	OK, you ’ ll need to reboot your DEVICE.
statement device	Remember us for all your DEVICE needs.
statement device	That's not the DEVICE.
statement device	The DEVICE were out everywhere.
statement device	Yeah, try not to kick or hit the DEVICE!
statement device	I need change for the DEVICE?
statement device	The DEVICE is near my office.
statement device	I want to return this DEVICE.
statement device	This will be my first time using an DEVICE.
statement device	Yes, your DEVICE is on the chair.
statement device	The DEVICE has brought us lots of convenience.
statement device	A DEVICE it is.
statement device	But it doesn't have a DEVICE.
statement device	So I can't take my DEVICE then.
statement device	I turned on my DEVICE and it broke!
statement device	We ’ ll give you your money back as long as the DEVICE is returned in the original packaging and with a receipt.
statement device	I cannot let anything happen to that DEVICE.
statement device	I don't know much about DEVICE.
statement device	I go to DEVICE.
statement device	I'll just use the DEVICE.
statement device	We do charge to use the DEVICE.
statement device	There is a wait right now to use the DEVICE.
statement device	While you ’ re cleaning the DEVICE, I ’ ll wipe the worktop.
statement device	I started at DEVICE.
statement device	I'm going to listen to the DEVICE.
statement device	Well, a 15 - inch DEVICE is $ 2,100.
statement device	I ’ m going to need you to show me how to use the DEVICE.
statement device	The DEVICE take change?
statement device	They took full advantage of the DEVICE being out.
statement device	There is a wait for the DEVICE.
statement device	And no DEVICE.
statement device	If that ’ s the case, then I will fix the DEVICE.
statement device	You can put on your DEVICE.
statement device	I asked for leave and was at home when the DEVICE rang.
statement device	One DEVICE, coming right up.
statement device	You need to push your card into the DEVICE.
statement device	Then something must be wrong with the DEVICE.
statement device	They plan to install a DEVICE here.
statement device	This cover comes with the DEVICE.
statement device	Well, after you dial 9 on the DEVICE, you should hear the tone change.
statement device	You have to pay to use the DEVICE.
statement device	I was sitting in this room watching DEVICE when someone knocked on the door.
statement device	I see from the DEVICE that you are a frequent guest here.
statement device	no, some people have DEVICE now, too.
statement device	I failed in my DEVICE course once and I made up my mind to learn it well.
statement device	We are allowed to use a DEVICE in class?
statement device	I asked for leave and was at home when the DEVICE rang.
statement device	I suppose you need the DEVICE set up.
statement device	Look, I am playing the DEVICE for you.
statement device	Oh, I watched it on DEVICE.
statement device	Not paying attention to the DEVICE?
statement device	You'd spend 30 % of your time on the DEVICE.
statement device	In fact, she prefers DEVICE.
statement device	Look, you can still learn a lot from watching DEVICE, you just need to be smart when you're watching.
statement duration	In DURATION or so.
statement duration	Yes, you can see every test for the past DURATION.
statement duration	But you have already worked there for DURATION.
statement duration	We'll meet again in a DURATION.
statement duration	It lasts for DURATION.
statement duration	I got on about DURATION ago.
statement duration	It ’ s supposed to leave in DURATION.
statement duration	DURATION
statement duration	Every DURATION you will receive a Continued Claim Form that you must turn in.
statement duration	a couple of times a DURATION.
statement duration	I'm afraid I can only rent it for DURATION.
statement duration	Almost DURATION.
statement duration	You've been gone for DURATION.
statement duration	I have enough to live off of for about DURATION.
statement duration	Only DURATION.
statement duration	You can take it in a DURATION.
statement duration	It hasn't been working the past DURATION.
statement duration	In about 3 to DURATION.
statement duration	About DURATION ago.
statement duration	If you could just give us a few more DURATION, we should be able to get this straightened out.
statement duration	Generally it will arrive within a DURATION.
statement duration	It ’ ll take about DURATION.
statement duration	I have lived here for DURATION.
statement duration	I still have DURATION to practise.
statement duration	78 dollars a DURATION with unlimited mileage.
statement duration	I spent DURATION to get my license.
statement duration	A little over DURATION.
statement duration	He said, ' DURATION, ' and we both laughed about it.
statement duration	For DURATION we can offer you 0.59 % .
statement duration	Yes, almost once a DURATION.
statement duration	It is DURATION-year and covers parts and service.
statement duration	I didn't realize that I have to buy something from them every DURATION.
statement duration	let's see, I've got about $ 50 to get me through the DURATION.
statement duration	Perhaps, but I haven ’ t felt well for a DURATION now.
statement duration	Just over DURATION.
statement duration	Okay, it'll be ready in DURATION.
statement duration	It's about DURATION.
statement duration	I have been working here for DURATION.
statement duration	You should look at your claim form and see if it has been more than DURATION since it was due.
statement duration	It ’ s $ 8.50 a DURATION.
statement duration	even if I ’ m only sick for DURATION?
statement duration	DURATION.
statement duration	About DURATION.
statement duration	It runs every DURATION.
statement duration	No, I haven ’ t been back for more than DURATION.
statement duration	well, he was supposed to be able to learn his job in DURATION, but he just doesn't seem to know what he's doing.
statement duration	Okay, they ’ ll be ready for you in DURATION.
statement duration	I don't need to drink every DURATION.
statement duration	I haven ’ t got DURATION at the moment.
statement duration	It'll take you about DURATION.
statement duration	About DURATION.
statement duration	Maybe DURATION.
statement duration	About DURATION.
statement duration	So you are leaving DURATION from now?
statement duration	I have been married for DURATION.
statement duration	I want to fetch them in DURATION.
statement duration	For about DURATION.
statement duration	DURATION.
statement duration	About DURATION.
statement duration	Nearly DURATION.
statement duration	DURATION ago.
statement duration	About DURATION.
statement duration	On and off, for quite a DURATION.
statement duration	Yes, it runs till the end of the DURATION.
statement duration	About DURATION.
statement duration	About DURATION ago.
statement duration	It will take DURATION.
statement duration	You've been gone for DURATION.
statement duration	About DURATION.
statement duration	It's about DURATION long.
statement duration	I told him DURATION.
statement duration	These are due back in DURATION.
statement duration	Within DURATION once we receive your orders.
statement duration	Around DURATION.
statement duration	OK, your work experience is impressive, and I think you sound right for this position, but I do have 3 other people to interview, so you'll be hearing from us within a DURATION.
statement duration	So it is, I've come again to renew our sole agency agreement for another DURATION.
statement duration	I usually run it every few DURATION.
statement duration	You'd better have a good rest for a DURATION.
statement duration	OK, I promise we'll get there in DURATION.
statement duration	About a DURATION.
statement duration	For DURATION and a half.
statement duration	About more DURATION, I think.
statement duration	DURATION at most.
statement duration	DURATION.
statement duration	It looks like it should be here in just a DURATION.
statement duration	I'll call again in DURATION.
statement duration	And even if it takes DURATION, huh?
statement duration	It's just about DURATION ' walk.
statement duration	I was there for almost DURATION.
statement duration	I've been trying to call him for the last DURATION, but your line was busy.
statement duration	I think less than DURATION.
statement duration	she says that after DURATION years of use, it ’ s not working properly.
statement duration	Yes, so I had to wait DURATION for the next one.
statement duration	OK, I'll take a small, for 1 DURATION, in this branch, please.
statement duration	This problem has been happening for a DURATION now.
statement duration	But we ’ Ve only been on the road for DURATION.
statement duration	It ’ ll take about DURATION.
statement duration	Well, it's about DURATION ' walk.
statement duration	They run about every DURATION.
statement duration	We cannot pay you unless you turn that form in every DURATION.
statement duration	About DURATION.
statement duration	$ 850 a DURATION.
statement duration	This visa is good for DURATION.
statement duration	Every DURATION.
statement duration	I felt OK until an DURATION or so ago, and then I just doubled over.
statement duration	You're not going to get up in DURATION if I let you fall back asleep.
statement duration	I was there for about DURATION.
statement duration	DURATION.
statement duration	I understand, and it will get done after I wake up in DURATION.
statement duration	I'll be here for about DURATION.
statement duration	For DURATION or so.
statement duration	Ok, I will contact you in DURATION.
statement duration	DURATION?
statement duration	I have been a class commissary in charge of studies for DURATION.
statement duration	You'll have a definite answer from us within a DURATION.
statement duration	Well, we do the same things every DURATION.
statement duration	Usually about DURATION.
statement duration	For DURATION, that's what I usually do.
statement duration	Actually, I'm really swamped right now and I'll be going into a meeting in a DURATION.
statement duration	DURATION!
statement duration	If things don ’ t get better in a DURATION, I will look for some other solutions.
statement duration	Ok, but how long I have to wait, it is going to be more than DURATION.
statement duration	you're here a bit early, so check the departure screens in the waiting area in about a DURATION.
statement duration	About DURATION.
statement duration	Okay, they'll be ready for you in DURATION.
statement duration	Oh, he's 14 and in the past DURATION, he's become quieter and a bit secretive.
statement duration	For DURATION, please.
statement duration	It was DURATION.
statement duration	Take them for DURATION.
statement duration	You'll be able to take the test again in a DURATION.
statement duration	Not that long ago, I think it was DURATION ago.
statement duration	About a DURATION.
statement duration	Sure, I'll be back in DURATION.
statement duration	It will take about DURATION.
statement duration	I'm taking DURATION now.
statement duration	DURATION?
statement duration	For DURATION.
statement duration	I would like to have notice of that question, I will give you an answer in a DURATION.
statement duration	You have to do it in DURATION.
statement duration	Then I ’ ll come along DURATION later to put my signature on it.
statement duration	DURATION.
statement duration	Your lease is for DURATION.
statement duration	About DURATION ago.
statement duration	About DURATION.
statement duration	It's $ 24 for each DURATION.
statement duration	In a DURATION of days, I was told.
statement duration	DURATION.
statement duration	I've been on here for like, DURATION.
statement duration	It ’ s takes only about DURATION
statement duration	DURATION.
statement duration	You ’ re getting married in DURATION.
statement duration	DURATION.
statement duration	It should be no longer than an DURATION.
statement duration	Take it three times a DURATION.
statement duration	In about DURATION.
statement duration	DURATION or so.
statement duration	They will stay for DURATION.
statement duration	Once a DURATION.
statement duration	I heard they were just married for DURATION.
statement duration	About DURATION.
statement duration	just over DURATION.
statement duration	DURATION.
statement duration	If I'm not back in DURATION, come and find me.
statement duration	You can't finish in less than DURATION.
statement duration	In DURATION your lease will be up.
statement duration	It only takes a DURATION.
statement duration	About DURATION
statement duration	There was a very important project that had to be researched and completed by the end of the DURATION.
statement duration	Twice a DURATION?
statement duration	Well, DURATION.
statement duration	If you have your ID and are willing to pay a DURATION in advance, we can do that for you today, there is no need to wait.
statement duration	I am leaving in DURATION.
statement duration	Just DURATION.
statement duration	It's only $ 24 a DURATION.
statement duration	No, I've been here for DURATION.
statement duration	I have had it on and off for the past DURATION.
statement duration	I'll say the movie's starting in the DURATION.
statement duration	They'll be there in about an DURATION.
statement duration	More than DURATION now.
statement duration	You need DURATION.
statement duration	it looks like it should be here in just a DURATION.
statement duration	The delivery people showed up DURATION late.
statement duration	For a DURATION or so.
statement duration	I left it DURATION ago.
statement duration	About DURATION.
statement duration	Yes, DURATION.
statement duration	I came here only a DURATION ago.
statement duration	in a DURATION.
statement duration	only about DURATION.
statement duration	DURATION?
statement duration	I'm not 100 % sure, around an DURATION ago I guess.
statement duration	In about DURATION.
statement duration	Give it a couple DURATION, and it should be back on.
statement duration	About DURATION ago.
statement duration	DURATION.
statement duration	It can be completed in DURATION normally.
statement duration	Good, I'm leaving my room in about DURATION.
statement duration	Twice a DURATION?
statement duration	I ‘ Ve been married for about DURATION.
statement duration	Oh, more than DURATION.
statement duration	About 300 a DURATION.
statement duration	She says that after DURATION years of use, it ’ s not working properly.
statement duration	For a DURATION or so.
statement duration	About DURATION,
statement duration	About DURATION now.
statement duration	Twice a DURATION?
statement duration	In about DURATION.
statement duration	Well, we still have about DURATION.
statement duration	About DURATION.
statement duration	Well, we were only there for DURATION, so we didn't do too much.
statement duration	About DURATION.
statement duration	I will be there after DURATION.
statement duration	About DURATION now.
statement duration	DURATION already?
statement duration	Well, we come here almost every DURATION.
statement duration	Almost DURATION.
statement duration	At least DURATION.
statement duration	She freelanced with us for DURATION.
statement duration	Well, I'll be back in DURATION.
statement duration	But we ’ Ve only been on the road for DURATION.
statement duration	Probably DURATION.
statement duration	It takes only DURATION.
statement duration	It ’ s about DURATION.
statement duration	I ’ ll be there in about DURATION.
statement duration	Only DURATION?
statement duration	I plan to repay it within DURATION.
statement duration	It lasts for DURATION.
statement duration	For DURATION.
statement duration	It was DURATION.
statement duration	You will receive a Continued Claim Form and every DURATION, you must turn it in.
statement duration	I will be there for DURATION.
statement duration	About DURATION ago.
statement duration	You need to be very careful to send that form in every DURATION if you want to get paid.
statement duration	Oh, it ’ s been uh... DURATION.
statement duration	OK, I will keep this position for you for DURATION.
statement duration	Perhaps DURATION.
statement duration	Put me down for DURATION.
statement duration	They run about every DURATION.
statement duration	It starts at 7:00 and lasts DURATION.
statement duration	Unfortunately, I'm leaving here unexpectedly, and I may be away for DURATION.
statement duration	Nearly DURATION.
statement duration	DURATION.
statement duration	perhaps DURATION.
statement duration	About DURATION.
statement duration	For DURATION.
statement duration	I ’ ll be here for approximately DURATION.
statement duration	DURATION.
statement duration	You are supposed to check in at least DURATION beforehand.
statement duration	DURATION.
statement duration	Once a DURATION.
statement duration	Well, the DURATION-hour facial costs 50 yuan and the one-hour costs 80 yuan.
statement duration	I just turned 18 a DURATION ago.
statement duration	About DURATION.
statement duration	It's only about DURATION ' walk.
statement duration	I haven't been driving for long — only for a DURATION.
statement duration	About DURATION...
statement duration	DURATION.
statement duration	About a DURATION.
statement duration	About DURATION.
statement duration	An DURATION?
statement duration	In DURATION or so.
statement duration	DURATION, please.
statement duration	About DURATION.
statement duration	DURATION
statement duration	DURATION.
statement duration	OK.After DURATION, I will come to you for it.
statement duration	In DURATION.
statement duration	Once a DURATION.
statement duration	About a DURATION.
statement duration	Less than DURATION.
statement duration	I've been packed for a DURATION.
statement duration	In fact, I just swept the floor DURATION ago.
statement duration	Just DURATION ago.
statement duration	I can stay a few more DURATION.
statement duration	I'm afraid I can only rent it for DURATION.
statement duration	You're here a bit early, so check the departure screens in the waiting area in about a DURATION.
statement duration	OK, sir, yours will be ready in a DURATION.
statement duration	I've been married for about DURATION.
statement duration	I lived there for DURATION.
statement duration	You will get it in a DURATION.
statement duration	It's valid for DURATION.
statement duration	Very well, thanks, I will probably finish next week, but this is still a lot of work, I have been worked on in for DURATION, and
statement duration	Because our contract says that you will live here for DURATION.
statement duration	About DURATION.
statement duration	About DURATION.
statement duration	Well, $ 10 per DURATION, but I can keep the tips.
statement duration	It's been a DURATION, and I haven't slept that well.
statement duration	Yeah, it ’ s a DURATION away, and we don ’ t have anything yet.
statement duration	It'll take her only a DURATION to get online.
statement duration	But we could just stay there for DURATION.
statement duration	DURATION.
statement duration	DURATION is fine, with a value of 1,000 RIB.
statement duration	DURATION exactly.
statement duration	More than DURATION.
statement duration	About DURATION.
statement duration	I have been married for DURATION.
statement duration	On and off, for quite a DURATION.
statement duration	Yes, DURATION.
statement duration	It's been DURATION now, I am not sure.
statement duration	He should be back in DURATION.
statement duration	It'll be about an DURATION.
statement duration	I smoke around 30 each DURATION.
statement duration	It bothers me off and on, but it ’ s gotten much worse these past DURATION.
statement duration	We are gaining a DURATION.
statement duration	He should be back in about DURATION.
statement duration	No, I've been coming for the last DURATION.
statement duration	About 20 to DURATION.
statement duration	We'll give you our decision in a DURATION.
statement duration	Only a DURATION.
statement duration	I have been working on it for a whole DURATION and it's too late to write another.
statement duration	It's 325 a DURATION.
statement duration	It should take at least DURATION to get there.
statement duration	Just fill out these forms, and I ’ ll be with you in DURATION.
statement duration	DURATION.
statement duration	It was founded in 2002, has been in business for DURATION.
statement duration	Just over DURATION now.
statement duration	DURATION.
statement duration	Hang up and I'll call you back in a DURATION.
statement duration	DURATION.
statement duration	The manager will come to see you in a DURATION.
statement duration	I've been making these designs for over DURATION.
statement duration	I heard they were just married for DURATION.
statement duration	I'm going to need it for DURATION.
statement duration	Oh, maybe DURATION.
statement duration	I think she's lived there for about DURATION.
statement duration	We can leave it in there for about DURATION.
statement duration	I worked with him for DURATION.
statement duration	Normally it can be completed in DURATION.
statement duration	I have a driver's license, and DURATION years of driving experience.
statement duration	Only about DURATION.
statement duration	Generally it will arrive within DURATION.
statement duration	Yes, if we're lucky we'll find something in the next DURATION.
statement duration	In DURATION.
statement duration	Five days every DURATION, but if it is necessary, you need to work overtime once in a while
statement duration	Yes, I haven't seen you for DURATION.
statement duration	Well, the check out time is 12:00 o'clock everyday, if you checked out after 15:00, we have to charge you for another DURATION.
statement duration	It was founded in 2002, has been in business for DURATION.
statement duration	I told him that I hadn ’ t got a raise for DURATION.
statement duration	For nearly DURATION.
statement duration	Just walk for a DURATION, you'll find it.
statement duration	That'll be in a DURATION.
statement duration	It's 325 a DURATION.
statement duration	about DURATION ago.
statement duration	Yes, she's lived there for about DURATION.
statement duration	I can't believe this for it's been DURATION since we got married.
statement duration	Let's see, I've got about $ 50 to get me through the DURATION.
statement duration	They run about every DURATION.
statement duration	Just fill out these forms, and I ’ ll be with you in DURATION.
statement duration	Nearly DURATION.
statement duration	Oh, it ’ s been uh... DURATION.
statement duration	It only takes a DURATION.
statement duration	A bit over DURATION
statement duration	DURATION.
statement duration	Well, I'll have to think about it and get back to you in about DURATION.
statement duration	We plan to get together once a DURATION.
statement duration	I'll need a DURATION to check over my notes again on every detail.
statement duration	You'd better have a good rest for a DURATION.
statement duration	From 3 to DURATION if everything goes well.
statement duration	About DURATION.
statement duration	DURATION.
statement duration	For about DURATION.
statement duration	Well, about an DURATION or so.
statement duration	Well, go home and rest in bed for DURATION, then you'll feel better.
statement duration	OK, I can have it ready by the end of the DURATION.
statement duration	OK, I suppose, but she's had a rough time in the last DURATION, She got divorced.
statement duration	Very well, thanks, I will probably finish next week, but this is still a lot of work, I have been worked on in for DURATION, and
statement duration	It lasts for DURATION.
statement duration	About DURATION.
statement duration	DURATION?
statement duration	OK.I will accept you for a DURATION-period of probation.
statement duration	From 3 to DURATION if everything goes well.
statement duration	It can ’ t be more than DURATION late for us to accept it.
statement duration	Some woman in here when I tried to register DURATION ago.
statement duration	$ 10 per DURATION.
statement duration	Once a DURATION.
statement duration	Just 10 more DURATION.
statement duration	I'll be here for about DURATION.
statement duration	And take a good rest for a DURATION.
statement duration	The minimum time period is DURATION.
statement duration	I'm afraid DURATION isn't enough for you to see all the places of interest.
statement duration	I've been reviewing your work over the past DURATION.
statement duration	For DURATION.
statement duration	DURATION.
statement duration	It ’ s about DURATION ’ walk, I think.
statement duration	if I'm not back in DURATION, come and find me.
statement duration	I've worked here for DURATION.
statement duration	Probably another DURATION.
statement duration	Actually, one just left DURATION ago.
statement duration	If I'm not back in DURATION, come and find me.
statement duration	I realize that, and I can do all that when I wake up in DURATION.
statement duration	Couple times a DURATION.
statement duration	I usually run it every few DURATION.
statement duration	I bought it here DURATION ago.
statement duration	For DURATION.
statement duration	DURATION.
statement duration	Yes, if we're lucky we'll find something in the next DURATION.
statement duration	Yes, he ’ s been like this for DURATION.
statement duration	DURATION or so.
statement duration	I usually go every other day for about DURATION.
statement duration	About DURATION.
statement duration	Generally it is DURATION and during this period you are half-paid.
statement duration	In that case, we will have to improve DURATION further on the time.
statement duration	DURATION.
statement duration	You have to send that form in every DURATION so we that we will know what to pay you.
statement duration	It ’ ll only take me DURATION to complete your transaction.
statement duration	It usually comes out about $ 40 a DURATION.
statement duration	You will need to fill out a Continued Claim Form every DURATION.
statement duration	I have enough to live off of for about DURATION.
statement duration	It ’ s about an DURATION.
statement duration	DURATION.
statement duration	Yes, but we charge 50 % more and it only takes DURATION.
statement duration	Well, we come here almost every DURATION.
statement duration	No, but I am sure it won't take more than DURATION.
statement duration	DURATION months later.
statement duration	It was DURATION ago.
statement duration	$ 30.00 a DURATION.
statement duration	about DURATION ago.
statement duration	Not so long, just DURATION.
statement duration	I have been working on it for a whole DURATION and it's too late to write another.
statement duration	You fill in the hours and total them for the DURATION.
statement duration	Yes, it took DURATION and a lot of initiative to get that account.
statement duration	DURATION.
statement duration	DURATION
statement duration	You should take it twice a DURATION.
statement duration	Your lease will be up in DURATION.
statement duration	I lived there for DURATION.
statement duration	Just DURATION days ago it was 35.
statement duration	I hope not but it will take at least DURATION.
statement duration	It went off DURATION ago.
statement duration	Let's see... That was about DURATION ago.
statement duration	Say, DURATION?
statement duration	In a DURATION.
statement duration	You're going to need to complete DURATION.
statement duration	Only about DURATION.
statement duration	It is, buy remember that we only have a DURATION to make our presentation.
statement duration	For DURATION.
statement duration	About DURATION.
statement duration	About DURATION.
statement duration	About DURATION.
statement duration	He ’ ll finish writing in DURATION.
statement duration	So, if for some reason I was having a bad DURATION and spent a little too much I could just pay the minimum?
statement duration	About 300 a DURATION.
statement duration	I have been at my current job for DURATION.
statement duration	For DURATION.
statement duration	DURATION?
statement duration	DURATION?
statement duration	It's been DURATION now.
statement event	Oh, it's the EVENT ' Emblem.
statement event	Hopefully he will use the same exam, cause Im going to spend most of my time studying the EVENT.
statement event	The EVENT!
